_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
Pre-training layer 0, epoch 39, cost -78.7786115456
Pre-training layer 0, epoch 40, cost -78.7300655746
Pre-training layer 0, epoch 40, representative training free energy -471.276727203
Pre-training layer 0, epoch 40, validation free energy -460.923924652
Pre-training layer 0, epoch 41, cost -78.4731450462
Pre-training layer 0, epoch 42, cost -78.3129488182
Pre-training layer 0, epoch 43, cost -78.0541974068
Pre-training layer 0, epoch 44, cost -77.9482574844
Pre-training layer 0, epoch 45, cost -77.8996681023
Pre-training layer 0, epoch 45, representative training free energy -469.696645844
Pre-training layer 0, epoch 45, validation free energy -458.214140808
Pre-training layer 0, epoch 46, cost -77.7220983124
Pre-training layer 0, epoch 47, cost -77.5721921158
Pre-training layer 0, epoch 48, cost -77.2544387817
Pre-training layer 0, epoch 49, cost -77.2450963974
Pre-training layer 0, epoch 50, cost -77.1574909782
Pre-training layer 0, epoch 50, representative training free energy -466.488568939
Pre-training layer 0, epoch 50, validation free energy -455.798093628
Pre-training layer 0, epoch 51, cost -76.9064632225
Pre-training layer 0, epoch 52, cost -76.7380404472
Pre-training layer 0, epoch 53, cost -76.6829707909
Pre-training layer 0, epoch 54, cost -76.5343228912
Pre-training layer 0, epoch 55, cost -76.5245456505
Pre-training layer 0, epoch 55, representative training free energy -465.185798492
Pre-training layer 0, epoch 55, validation free energy -454.542594635
Pre-training layer 0, epoch 56, cost -76.3834887505
Pre-training layer 0, epoch 57, cost -76.3711356735
Pre-training layer 0, epoch 58, cost -76.102357769
Pre-training layer 0, epoch 59, cost -76.0905588341
Pre-training layer 0, epoch 60, cost -75.7965658569
Pre-training layer 0, epoch 60, representative training free energy -462.967571411
Pre-training layer 0, epoch 60, validation free energy -451.970085907
Pre-training layer 0, epoch 61, cost -75.8148260498
Pre-training layer 0, epoch 62, cost -75.5649963188
Pre-training layer 0, epoch 63, cost -75.4975237083
Pre-training layer 0, epoch 64, cost -75.4736283493
Pre-training layer 0, epoch 65, cost -75.2797576523
Pre-training layer 0, epoch 65, representative training free energy -458.405492157
Pre-training layer 0, epoch 65, validation free energy -446.436326904
Pre-training layer 0, epoch 66, cost -75.2440627861
Pre-training layer 0, epoch 67, cost -75.2467170334
Pre-training layer 0, epoch 68, cost -75.1725445938
Pre-training layer 0, epoch 69, cost -74.9301775742
Pre-training layer 0, epoch 70, cost -75.0195660973
Pre-training layer 0, epoch 70, representative training free energy -456.836555756
Pre-training layer 0, epoch 70, validation free energy -445.609962616
Pre-training layer 0, epoch 71, cost -74.808350544
Pre-training layer 0, epoch 72, cost -74.6978643227
Pre-training layer 0, epoch 73, cost -74.6447409439
Pre-training layer 0, epoch 74, cost -74.4202057266
Pre-training layer 0, epoch 75, cost -74.4745265007
Pre-training layer 0, epoch 75, representative training free energy -461.406337158
Pre-training layer 0, epoch 75, validation free energy -449.086896851
Pre-training layer 0, epoch 76, cost -74.315003109
Pre-training layer 0, epoch 77, cost -74.4330209541
Pre-training layer 0, epoch 78, cost -74.1095658112
Pre-training layer 0, epoch 79, cost -74.1997889328
Pre-training layer 0, epoch 80, cost -74.0558565712
Pre-training layer 0, epoch 80, representative training free energy -455.641670746
Pre-training layer 0, epoch 80, validation free energy -443.053561768
Pre-training layer 0, epoch 81, cost -73.8563868332
Pre-training layer 0, epoch 82, cost -73.9802358627
Pre-training layer 0, epoch 83, cost -73.8653154945
Pre-training layer 0, epoch 84, cost -73.7439624977
Pre-training layer 0, epoch 85, cost -73.7938295364
Pre-training layer 0, epoch 85, representative training free energy -456.613135864
Pre-training layer 0, epoch 85, validation free energy -444.340542114
Pre-training layer 0, epoch 86, cost -73.5695642662
Pre-training layer 0, epoch 87, cost -73.492915535
Pre-training layer 0, epoch 88, cost -73.4565262222
Pre-training layer 0, epoch 89, cost -73.439943409
Pre-training layer 0, epoch 90, cost -73.387640934
Pre-training layer 0, epoch 90, representative training free energy -456.931663269
Pre-training layer 0, epoch 90, validation free energy -444.798936432
Pre-training layer 0, epoch 91, cost -73.3735672569
Pre-training layer 0, epoch 92, cost -73.3105417061
Pre-training layer 0, epoch 93, cost -73.2975190544
Pre-training layer 0, epoch 94, cost -73.1417017555
Pre-training layer 0, epoch 95, cost -72.9156429482
Pre-training layer 0, epoch 95, representative training free energy -454.468970978
Pre-training layer 0, epoch 95, validation free energy -441.20808194
Pre-training layer 0, epoch 96, cost -72.9262850189
Pre-training layer 0, epoch 97, cost -72.9683148766
Pre-training layer 0, epoch 98, cost -72.8188501358
Pre-training layer 0, epoch 99, cost -72.794905529
Pre-training layer 1, epoch 0, cost -376.766030884
Pre-training layer 1, epoch 0, representative training free energy -42497.4485674
Pre-training layer 1, epoch 0, validation free energy -42129.3900508
Pre-training layer 1, epoch 1, cost -323.804459991
Pre-training layer 1, epoch 2, cost -307.722797241
Pre-training layer 1, epoch 3, cost -297.870367508
Pre-training layer 1, epoch 4, cost -291.078020325
Pre-training layer 1, epoch 5, cost -285.772527313
Pre-training layer 1, epoch 5, representative training free energy -58569.9815996
Pre-training layer 1, epoch 5, validation free energy -58022.2534219
Pre-training layer 1, epoch 6, cost -281.619564209
Pre-training layer 1, epoch 7, cost -278.443886261
Pre-training layer 1, epoch 8, cost -275.525739288
Pre-training layer 1, epoch 9, cost -273.328638
Pre-training layer 1, epoch 10, cost -270.962810593
Pre-training layer 1, epoch 10, representative training free energy -63375.9970234
Pre-training layer 1, epoch 10, validation free energy -62791.5433809
Pre-training layer 1, epoch 11, cost -269.433319778
Pre-training layer 1, epoch 12, cost -267.712484207
Pre-training layer 1, epoch 13, cost -266.320118561
Pre-training layer 1, epoch 14, cost -264.999146957
Pre-training layer 1, epoch 15, cost -263.793470306
Pre-training layer 1, epoch 15, representative training free energy -66243.1942461
Pre-training layer 1, epoch 15, validation free energy -65641.5048184
Pre-training layer 1, epoch 16, cost -262.724098282
Pre-training layer 1, epoch 17, cost -261.685681915
Pre-training layer 1, epoch 18, cost -260.934869156
Pre-training layer 1, epoch 19, cost -259.96527504
Pre-training layer 1, epoch 20, cost -259.230895157
Pre-training layer 1, epoch 20, representative training free energy -68150.8460332
Pre-training layer 1, epoch 20, validation free energy -67527.6732734
Pre-training layer 1, epoch 21, cost -258.527860718
Pre-training layer 1, epoch 22, cost -257.986263809
Pre-training layer 1, epoch 23, cost -257.315727997
Pre-training layer 1, epoch 24, cost -256.684976959
Pre-training layer 1, epoch 25, cost -256.132558517
Pre-training layer 1, epoch 25, representative training free energy -69743.2204414
Pre-training layer 1, epoch 25, validation free energy -69114.3200547
Pre-training layer 1, epoch 26, cost -255.667189102
Pre-training layer 1, epoch 27, cost -255.202512741
Pre-training layer 1, epoch 28, cost -254.965665207
Pre-training layer 1, epoch 29, cost -254.401195602
Pre-training layer 1, epoch 30, cost -253.970772247
Pre-training layer 1, epoch 30, representative training free energy -71039.8917148
Pre-training layer 1, epoch 30, validation free energy -70402.8317266
Pre-training layer 1, epoch 31, cost -253.711568222
Pre-training layer 1, epoch 32, cost -253.433570023
Pre-training layer 1, epoch 33, cost -252.965105743
Pre-training layer 1, epoch 34, cost -252.543648453
Pre-training layer 1, epoch 35, cost -252.328817749
Pre-training layer 1, epoch 35, representative training free energy -71981.374209
Pre-training layer 1, epoch 35, validation free energy -71331.864334
Pre-training layer 1, epoch 36, cost -251.856717834
Pre-training layer 1, epoch 37, cost -251.717761841
Pre-training layer 1, epoch 38, cost -251.39363327
Pre-training layer 1, epoch 39, cost -251.130377655
Pre-training layer 1, epoch 40, cost -250.932316971
Pre-training layer 1, epoch 40, representative training free energy -72971.4569512
Pre-training layer 1, epoch 40, validation free energy -72315.2003555
Pre-training layer 1, epoch 41, cost -250.628855057
Pre-training layer 1, epoch 42, cost -250.384737549
Pre-training layer 1, epoch 43, cost -250.168271179
Pre-training layer 1, epoch 44, cost -249.952512131
Pre-training layer 1, epoch 45, cost -249.708490601
Pre-training layer 1, epoch 45, representative training free energy -73783.6019023
Pre-training layer 1, epoch 45, validation free energy -73114.5208652
Pre-training layer 1, epoch 46, cost -249.588847046
Pre-training layer 1, epoch 47, cost -249.39195694
Pre-training layer 1, epoch 48, cost -249.056490097
Pre-training layer 1, epoch 49, cost -248.867302475
Pre-training layer 1, epoch 50, cost -248.73725174
Pre-training layer 1, epoch 50, representative training free energy -74519.5403555
Pre-training layer 1, epoch 50, validation free energy -73840.6453887
Pre-training layer 1, epoch 51, cost -248.591572876
Pre-training layer 1, epoch 52, cost -248.311192322
Pre-training layer 1, epoch 53, cost -248.249193802
Pre-training layer 1, epoch 54, cost -248.106274338
Pre-training layer 1, epoch 55, cost -247.97016922
Pre-training layer 1, epoch 55, representative training free energy -75259.1920742
Pre-training layer 1, epoch 55, validation free energy -74571.9415859
Pre-training layer 1, epoch 56, cost -247.725829849
Pre-training layer 1, epoch 57, cost -247.642416687
Pre-training layer 1, epoch 58, cost -247.619772339
Pre-training layer 1, epoch 59, cost -247.441532898
Pre-training layer 1, epoch 60, cost -247.299379196
Pre-training layer 1, epoch 60, representative training free energy -75768.3578047
Pre-training layer 1, epoch 60, validation free energy -75092.7143574
Pre-training layer 1, epoch 61, cost -247.09253067
Pre-training layer 1, epoch 62, cost -247.069453659
Pre-training layer 1, epoch 63, cost -246.962961884
Pre-training layer 1, epoch 64, cost -246.830053711
Pre-training layer 1, epoch 65, cost -246.506121445
Pre-training layer 1, epoch 65, representative training free energy -76301.5863691
Pre-training layer 1, epoch 65, validation free energy -75614.1385254
Pre-training layer 1, epoch 66, cost -246.568178558
Pre-training layer 1, epoch 67, cost -246.349701767
Pre-training layer 1, epoch 68, cost -246.201513138
Pre-training layer 1, epoch 69, cost -246.196380768
Pre-training layer 1, epoch 70, cost -246.002153854
Pre-training layer 1, epoch 70, representative training free energy -76888.8132852
Pre-training layer 1, epoch 70, validation free energy -76195.4645195
Pre-training layer 1, epoch 71, cost -245.873301544
Pre-training layer 1, epoch 72, cost -245.814711761
Pre-training layer 1, epoch 73, cost -245.756231537
Pre-training layer 1, epoch 74, cost -245.685830688
Pre-training layer 1, epoch 75, cost -245.60868515
Pre-training layer 1, epoch 75, representative training free energy -77255.4800859
Pre-training layer 1, epoch 75, validation free energy -76556.2164473
Pre-training layer 1, epoch 76, cost -245.347523193
Pre-training layer 1, epoch 77, cost -245.359858322
Pre-training layer 1, epoch 78, cost -245.277955017
Pre-training layer 1, epoch 79, cost -245.209303436
Pre-training layer 1, epoch 80, cost -245.145454483
Pre-training layer 1, epoch 80, representative training free energy -77754.0350762
Pre-training layer 1, epoch 80, validation free energy -77043.9061641
Pre-training layer 1, epoch 81, cost -245.020034637
Pre-training layer 1, epoch 82, cost -245.002921066
Pre-training layer 1, epoch 83, cost -244.821572418
Pre-training layer 1, epoch 84, cost -244.934987488
Pre-training layer 1, epoch 85, cost -244.824156036
Pre-training layer 1, epoch 85, representative training free energy -78196.6215801
Pre-training layer 1, epoch 85, validation free energy -77479.7355059
Pre-training layer 1, epoch 86, cost -244.611813965
Pre-training layer 1, epoch 87, cost -244.724895477
Pre-training layer 1, epoch 88, cost -244.637746811
Pre-training layer 1, epoch 89, cost -244.412049103
Pre-training layer 1, epoch 90, cost -244.307885742
Pre-training layer 1, epoch 90, representative training free energy -78572.6368301
Pre-training layer 1, epoch 90, validation free energy -77852.4426543
Pre-training layer 1, epoch 91, cost -244.294428101
Pre-training layer 1, epoch 92, cost -244.161131897
Pre-training layer 1, epoch 93, cost -244.124060822
Pre-training layer 1, epoch 94, cost -244.070923691
Pre-training layer 1, epoch 95, cost -244.045402298
Pre-training layer 1, epoch 95, representative training free energy -78968.926377
Pre-training layer 1, epoch 95, validation free energy -78250.102209
Pre-training layer 1, epoch 96, cost -244.075386963
Pre-training layer 1, epoch 97, cost -243.822520905
Pre-training layer 1, epoch 98, cost -243.925252533
Pre-training layer 1, epoch 99, cost -243.784783936
Pre-training layer 2, epoch 0, cost -135.793198128
Pre-training layer 2, epoch 0, representative training free energy 2456.02394128
Pre-training layer 2, epoch 0, validation free energy 2451.93147287
Pre-training layer 2, epoch 1, cost -96.4434489059
Pre-training layer 2, epoch 2, cost -88.3260855865
Pre-training layer 2, epoch 3, cost -84.2383605194
Pre-training layer 2, epoch 4, cost -80.9019961739
Pre-training layer 2, epoch 5, cost -78.7216397285
Pre-training layer 2, epoch 5, representative training free energy 3892.27090192
Pre-training layer 2, epoch 5, validation free energy 3856.50666565
Pre-training layer 2, epoch 6, cost -77.1411416817
Pre-training layer 2, epoch 7, cost -75.6790694237
Pre-training layer 2, epoch 8, cost -74.2681560135
