_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
Pre-training layer 2, epoch 64, cost -49.5223738337
Pre-training layer 2, epoch 65, cost -49.4498748875
Pre-training layer 2, epoch 65, representative training free energy 270012.386156
Pre-training layer 2, epoch 65, validation free energy 268949.876492
Pre-training layer 2, epoch 66, cost -49.3893399429
Pre-training layer 2, epoch 67, cost -49.4092410851
Pre-training layer 2, epoch 68, cost -49.3308461285
Pre-training layer 2, epoch 69, cost -49.2663822746
Pre-training layer 2, epoch 70, cost -49.2241973066
Pre-training layer 2, epoch 70, representative training free energy 273534.458164
Pre-training layer 2, epoch 70, validation free energy 272457.591242
Pre-training layer 2, epoch 71, cost -49.2774101448
Pre-training layer 2, epoch 72, cost -49.2788099718
Pre-training layer 2, epoch 73, cost -49.1716988087
Pre-training layer 2, epoch 74, cost -49.2008635187
Pre-training layer 2, epoch 75, cost -49.1080156231
Pre-training layer 2, epoch 75, representative training free energy 277846.108273
Pre-training layer 2, epoch 75, validation free energy 276783.873984
Pre-training layer 2, epoch 76, cost -49.0612237358
Pre-training layer 2, epoch 77, cost -49.0257912016
Pre-training layer 2, epoch 78, cost -49.0224081707
Pre-training layer 2, epoch 79, cost -49.0206936455
Pre-training layer 2, epoch 80, cost -49.0187528944
Pre-training layer 2, epoch 80, representative training free energy 282128.736984
Pre-training layer 2, epoch 80, validation free energy 281065.234891
Pre-training layer 2, epoch 81, cost -48.9374842739
Pre-training layer 2, epoch 82, cost -48.9856564236
Pre-training layer 2, epoch 83, cost -48.9050168371
Pre-training layer 2, epoch 84, cost -48.8077777147
Pre-training layer 2, epoch 85, cost -48.7755898762
Pre-training layer 2, epoch 85, representative training free energy 283605.746859
Pre-training layer 2, epoch 85, validation free energy 282526.412797
Pre-training layer 2, epoch 86, cost -48.7820146942
Pre-training layer 2, epoch 87, cost -48.8100327253
Pre-training layer 2, epoch 88, cost -48.7431041145
Pre-training layer 2, epoch 89, cost -48.6969581509
Pre-training layer 2, epoch 90, cost -48.6263497162
Pre-training layer 2, epoch 90, representative training free energy 286307.19882
Pre-training layer 2, epoch 90, validation free energy 285255.19332
Pre-training layer 2, epoch 91, cost -48.6434350729
Pre-training layer 2, epoch 92, cost -48.6447362328
Pre-training layer 2, epoch 93, cost -48.5790736246
Pre-training layer 2, epoch 94, cost -48.6053308058
Pre-training layer 2, epoch 95, cost -48.5142874432
Pre-training layer 2, epoch 95, representative training free energy 289478.30607
Pre-training layer 2, epoch 95, validation free energy 288384.895063
Pre-training layer 2, epoch 96, cost -48.5180102682
Pre-training layer 2, epoch 97, cost -48.5929912138
Pre-training layer 2, epoch 98, cost -48.500396595
Pre-training layer 2, epoch 99, cost -48.476011467
The pretraining code for file dbn_loop.pyc ran for 3.78m... getting the finetuning functions... finetuning the model
epoch 1, minibatch 400/400, validation error 13.800000 %
     epoch 1, minibatch 400/400, test error of best model 12.500000 %
epoch 2, minibatch 400/400, validation error 10.100000 %
     epoch 2, minibatch 400/400, test error of best model 8.800000 %
epoch 3, minibatch 400/400, validation error 8.900000 %
     epoch 3, minibatch 400/400, test error of best model 7.800000 %
epoch 4, minibatch 400/400, validation error 8.300000 %
     epoch 4, minibatch 400/400, test error of best model 7.400000 %
epoch 5, minibatch 400/400, validation error 8.100000 %
     epoch 5, minibatch 400/400, test error of best model 7.100000 %
epoch 6, minibatch 400/400, validation error 7.600000 %
     epoch 6, minibatch 400/400, test error of best model 6.600000 %
epoch 7, minibatch 400/400, validation error 7.400000 %
     epoch 7, minibatch 400/400, test error of best model 6.200000 %
epoch 8, minibatch 400/400, validation error 7.000000 %
     epoch 8, minibatch 400/400, test error of best model 6.200000 %
epoch 9, minibatch 400/400, validation error 6.900000 %
     epoch 9, minibatch 400/400, test error of best model 6.000000 %
epoch 10, minibatch 400/400, validation error 6.700000 %
     epoch 10, minibatch 400/400, test error of best model 5.900000 %
epoch 11, minibatch 400/400, validation error 6.300000 %
     epoch 11, minibatch 400/400, test error of best model 5.600000 %
epoch 12, minibatch 400/400, validation error 6.300000 %
epoch 13, minibatch 400/400, validation error 6.200000 %
     epoch 13, minibatch 400/400, test error of best model 5.600000 %
epoch 14, minibatch 400/400, validation error 6.200000 %
epoch 15, minibatch 400/400, validation error 6.200000 %
epoch 16, minibatch 400/400, validation error 6.200000 %
epoch 17, minibatch 400/400, validation error 6.100000 %
     epoch 17, minibatch 400/400, test error of best model 5.800000 %
epoch 18, minibatch 400/400, validation error 5.900000 %
     epoch 18, minibatch 400/400, test error of best model 5.800000 %
epoch 19, minibatch 400/400, validation error 5.800000 %
     epoch 19, minibatch 400/400, test error of best model 5.700000 %
epoch 20, minibatch 400/400, validation error 5.700000 %
     epoch 20, minibatch 400/400, test error of best model 5.800000 %
epoch 21, minibatch 400/400, validation error 5.800000 %
epoch 22, minibatch 400/400, validation error 5.700000 %
epoch 23, minibatch 400/400, validation error 5.600000 %
     epoch 23, minibatch 400/400, test error of best model 5.900000 %
epoch 24, minibatch 400/400, validation error 5.500000 %
     epoch 24, minibatch 400/400, test error of best model 5.800000 %
epoch 25, minibatch 400/400, validation error 5.500000 %
epoch 26, minibatch 400/400, validation error 5.700000 %
epoch 27, minibatch 400/400, validation error 5.700000 %
epoch 28, minibatch 400/400, validation error 5.700000 %
epoch 29, minibatch 400/400, validation error 5.700000 %
epoch 30, minibatch 400/400, validation error 5.600000 %
epoch 31, minibatch 400/400, validation error 5.800000 %
epoch 32, minibatch 400/400, validation error 5.800000 %
epoch 33, minibatch 400/400, validation error 5.800000 %
epoch 34, minibatch 400/400, validation error 5.700000 %
epoch 35, minibatch 400/400, validation error 5.600000 %
epoch 36, minibatch 400/400, validation error 5.600000 %
epoch 37, minibatch 400/400, validation error 5.500000 %
epoch 38, minibatch 400/400, validation error 5.500000 %
epoch 39, minibatch 400/400, validation error 5.500000 %
epoch 40, minibatch 400/400, validation error 5.500000 %
epoch 41, minibatch 400/400, validation error 5.400000 %
     epoch 41, minibatch 400/400, test error of best model 5.600000 %
epoch 42, minibatch 400/400, validation error 5.400000 %
epoch 43, minibatch 400/400, validation error 5.400000 %
epoch 44, minibatch 400/400, validation error 5.300000 %
     epoch 44, minibatch 400/400, test error of best model 5.500000 %
epoch 45, minibatch 400/400, validation error 5.300000 %
epoch 46, minibatch 400/400, validation error 5.500000 %
epoch 47, minibatch 400/400, validation error 5.500000 %
epoch 48, minibatch 400/400, validation error 5.500000 %
epoch 49, minibatch 400/400, validation error 5.500000 %
epoch 50, minibatch 400/400, validation error 5.500000 %
epoch 51, minibatch 400/400, validation error 5.600000 %
epoch 52, minibatch 400/400, validation error 5.500000 %
epoch 53, minibatch 400/400, validation error 5.500000 %
epoch 54, minibatch 400/400, validation error 5.500000 %
epoch 55, minibatch 400/400, validation error 5.500000 %
epoch 56, minibatch 400/400, validation error 5.400000 %
epoch 57, minibatch 400/400, validation error 5.400000 %
epoch 58, minibatch 400/400, validation error 5.400000 %
epoch 59, minibatch 400/400, validation error 5.400000 %
epoch 60, minibatch 400/400, validation error 5.400000 %
epoch 61, minibatch 400/400, validation error 5.400000 %
epoch 62, minibatch 400/400, validation error 5.400000 %
epoch 63, minibatch 400/400, validation error 5.400000 %
epoch 64, minibatch 400/400, validation error 5.400000 %
epoch 65, minibatch 400/400, validation error 5.400000 %
epoch 66, minibatch 400/400, validation error 5.400000 %
epoch 67, minibatch 400/400, validation error 5.400000 %
epoch 68, minibatch 400/400, validation error 5.400000 %
epoch 69, minibatch 400/400, validation error 5.400000 %
epoch 70, minibatch 400/400, validation error 5.400000 %
epoch 71, minibatch 400/400, validation error 5.400000 %
epoch 72, minibatch 400/400, validation error 5.300000 %
epoch 73, minibatch 400/400, validation error 5.300000 %
epoch 74, minibatch 400/400, validation error 5.300000 %
epoch 75, minibatch 400/400, validation error 5.300000 %
epoch 76, minibatch 400/400, validation error 5.300000 %
epoch 77, minibatch 400/400, validation error 5.300000 %
epoch 78, minibatch 400/400, validation error 5.300000 %
epoch 79, minibatch 400/400, validation error 5.300000 %
epoch 80, minibatch 400/400, validation error 5.300000 %
epoch 81, minibatch 400/400, validation error 5.300000 %
epoch 82, minibatch 400/400, validation error 5.300000 %
epoch 83, minibatch 400/400, validation error 5.300000 %
epoch 84, minibatch 400/400, validation error 5.300000 %
epoch 85, minibatch 400/400, validation error 5.300000 %
epoch 86, minibatch 400/400, validation error 5.300000 %
epoch 87, minibatch 400/400, validation error 5.300000 %
Optimization complete with best validation score of 5.300000 %, obtained at iteration 17600, with test performance 5.500000 %
The fine tuning code for file dbn_loop.pyc ran for 1.46m


==========Sample Size: (5000, 1000, 1000) ===========

... building the model
... getting the pretraining functions
... pre-training the model
Pre-training layer 0, epoch 0, cost -120.1256586
Pre-training layer 0, epoch 0, representative training free energy -249.148615982
Pre-training layer 0, epoch 0, validation free energy -244.038058777
Pre-training layer 0, epoch 1, cost -95.8404568481
Pre-training layer 0, epoch 2, cost -90.3283763123
Pre-training layer 0, epoch 3, cost -87.3973082886
Pre-training layer 0, epoch 4, cost -85.4597667618
Pre-training layer 0, epoch 5, cost -83.9530118866
Pre-training layer 0, epoch 5, representative training free energy -263.091252213
Pre-training layer 0, epoch 5, validation free energy -255.474958893
Pre-training layer 0, epoch 6, cost -82.7531941452
Pre-training layer 0, epoch 7, cost -81.7770442963
Pre-training layer 0, epoch 8, cost -80.9426708374
Pre-training layer 0, epoch 9, cost -80.2811515961
Pre-training layer 0, epoch 10, cost -79.6477529068
Pre-training layer 0, epoch 10, representative training free energy -267.519681122
Pre-training layer 0, epoch 10, validation free energy -256.889212585
Pre-training layer 0, epoch 11, cost -79.1393520279
Pre-training layer 0, epoch 12, cost -78.58870047
Pre-training layer 0, epoch 13, cost -78.2231919937
Pre-training layer 0, epoch 14, cost -77.8802033539
Pre-training layer 0, epoch 15, cost -77.5070400085
Pre-training layer 0, epoch 15, representative training free energy -263.948940842
Pre-training layer 0, epoch 15, validation free energy -253.234395264
Pre-training layer 0, epoch 16, cost -77.0718030472
Pre-training layer 0, epoch 17, cost -76.8513000183
Pre-training layer 0, epoch 18, cost -76.589013649
Pre-training layer 0, epoch 19, cost -76.2464140396
Pre-training layer 0, epoch 20, cost -76.1821261902
Pre-training layer 0, epoch 20, representative training free energy -261.125515717
Pre-training layer 0, epoch 20, validation free energy -250.113020889
Pre-training layer 0, epoch 21, cost -75.8511389542
Pre-training layer 0, epoch 22, cost -75.5296021194
Pre-training layer 0, epoch 23, cost -75.4202077179
Pre-training layer 0, epoch 24, cost -75.1985628738
Pre-training layer 0, epoch 25, cost -75.0381059799
Pre-training layer 0, epoch 25, representative training free energy -256.850591446
Pre-training layer 0, epoch 25, validation free energy -244.81168428
Pre-training layer 0, epoch 26, cost -74.7295863876
Pre-training layer 0, epoch 27, cost -74.5983730316
Pre-training layer 0, epoch 28, cost -74.3862418518
Pre-training layer 0, epoch 29, cost -74.4317070618
Pre-training layer 0, epoch 30, cost -74.1989972916
Pre-training layer 0, epoch 30, representative training free energy -253.561840591
Pre-training layer 0, epoch 30, validation free energy -241.303162308
Pre-training layer 0, epoch 31, cost -74.0240792618
Pre-training layer 0, epoch 32, cost -73.9099675674
Pre-training layer 0, epoch 33, cost -73.7860041351
Pre-training layer 0, epoch 34, cost -73.6645893326
Pre-training layer 0, epoch 35, cost -73.5246549835
Pre-training layer 0, epoch 35, representative training free energy -252.453569824
Pre-training layer 0, epoch 35, validation free energy -239.505644211
Pre-training layer 0, epoch 36, cost -73.4670759277
Pre-training layer 0, epoch 37, cost -73.4159476395
Pre-training layer 0, epoch 38, cost -73.1491855774
Pre-training layer 0, epoch 39, cost -73.002514946
Pre-training layer 0, epoch 40, cost -73.0403447495
Pre-training layer 0, epoch 40, representative training free energy -249.600745544
Pre-training layer 0, epoch 40, validation free energy -236.408594681
Pre-training layer 0, epoch 41, cost -72.7848156815
Pre-training layer 0, epoch 42, cost -72.8024367905
Pre-training layer 0, epoch 43, cost -72.7271728134
Pre-training layer 0, epoch 44, cost -72.5335691986
Pre-training layer 0, epoch 45, cost -72.5306510391
Pre-training layer 0, epoch 45, representative training free energy -244.451063599
Pre-training layer 0, epoch 45, validation free energy -231.113524963
Pre-training layer 0, epoch 46, cost -72.3858995743
Pre-training layer 0, epoch 47, cost -72.2708157349
Pre-training layer 0, epoch 48, cost -72.2840885086
Pre-training layer 0, epoch 49, cost -72.1420119019
Pre-training layer 0, epoch 50, cost -72.0377770844
Pre-training layer 0, epoch 50, representative training free energy -239.177502319
Pre-training layer 0, epoch 50, validation free energy -224.042384918
Pre-training layer 0, epoch 51, cost -71.961567131
Pre-training layer 0, epoch 52, cost -71.8482272491
